image_path,actual_class,predicted_class,confidence,confidence_percent,high_confidence
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (415).JPG,Gray_Leaf_Spot,Blight,0.9965804219245911,99.65804290771484,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (468).JPG,Blight,Gray_Leaf_Spot,0.9463246464729309,94.63246154785156,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (361).JPG,Blight,Gray_Leaf_Spot,0.9286874532699585,92.86874389648438,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (925).JPG,Blight,Gray_Leaf_Spot,0.9258518815040588,92.58518981933594,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (974).JPG,Blight,Gray_Leaf_Spot,0.9235028624534607,92.35028839111328,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (273).JPG,Blight,Gray_Leaf_Spot,0.9097156524658203,90.97156524658203,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (117).JPG,Blight,Gray_Leaf_Spot,0.8998411297798157,89.98411560058594,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (638).jpg,Blight,Gray_Leaf_Spot,0.8725658655166626,87.25658416748047,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (983).jpg,Blight,Gray_Leaf_Spot,0.8647897839546204,86.4789810180664,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (847).JPG,Blight,Gray_Leaf_Spot,0.8322433233261108,83.22433471679688,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (29).jpg,Gray_Leaf_Spot,Blight,0.7984533309936523,79.8453369140625,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (149).JPG,Blight,Gray_Leaf_Spot,0.736293375492096,73.62934112548828,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (1144).jpg,Blight,Gray_Leaf_Spot,0.7186594605445862,71.8659439086914,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (48).jpg,Gray_Leaf_Spot,Blight,0.7014545202255249,70.14545440673828,True
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (127).JPG,Gray_Leaf_Spot,Blight,0.6889493465423584,68.89493560791016,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (40).jpg,Gray_Leaf_Spot,Blight,0.6511009335517883,65.11009216308594,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (75).jpg,Blight,Gray_Leaf_Spot,0.6446085572242737,64.46085357666016,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (488).JPG,Blight,Gray_Leaf_Spot,0.63840252161026,63.84025192260742,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (692).JPG,Blight,Gray_Leaf_Spot,0.6351399421691895,63.51399230957031,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (655).jpg,Blight,Gray_Leaf_Spot,0.6330437660217285,63.30437469482422,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (777).JPG,Blight,Gray_Leaf_Spot,0.6006881594657898,60.068817138671875,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (3).jpg,Gray_Leaf_Spot,Blight,0.5997557044029236,59.97557067871094,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (99).jpg,Blight,Gray_Leaf_Spot,0.5579719543457031,55.79719543457031,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (17).jpg,Gray_Leaf_Spot,Blight,0.5387458801269531,53.87458801269531,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (311).jpg,Gray_Leaf_Spot,Blight,0.5149017572402954,51.490177154541016,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (15).jpg,Blight,Gray_Leaf_Spot,0.4886259436607361,48.86259460449219,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (277).JPG,Blight,Gray_Leaf_Spot,0.47956135869026184,47.95613479614258,False
C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (1135).jpg,Blight,Gray_Leaf_Spot,0.40046530961990356,40.046531677246094,False
